text,annotations
"clara, m. durandeau, g. quenault, t.-h. nguyenspe 54377- flowing system with permanent air supply allowingkinetic calculations at well determined oxygen partialpressure,- on-line analysis of the produced gases allowing reliablekinetic calculations with a representative two-stepreaction model see appendix .displacement experiments on consolidated long core.",Experiments
"inorder to provide reliable experimental data, high pressure andhigh temperature experiments up to 40 mpa and 500 c areperformed with consolidated reservoir cores and reservoir oils,at representative conditions of the air injection process in lightoil reservoir.finally, a laboratory evaluation regarding a potentialapplication for an air injection pilot in handil field mahakam delta, indonesia is presented and discussed.introduction air injection process intolight oil reservoirswhen air is injected into a reservoir, the oxygen contained inthe air mainly of 78 n2 and 21 o2 reacts with thehydrocarbons in place, by various oxidation reaction schemes.heat is provided by these reactions.",Experiments
the oxygen consumption rates will benormalized by these factors for applying the kinetic model toreservoir simulations.adiabatic disk reactor experiments.,Experiments
another set of coreflood experiment was also conducted to investigate the performance of cw on even tighter coreslong core2.the experiments were conducted as the same process of long core1.,Experiments
"iptc 10693 3 the new theory is, in fact, complementary to the detailed understanding of wormhole development revealed by the years of linear flow experiments.",Experiments
experiment 7 was a secondary cwi performed in long core1.,Experiments
"since the same swt should have been reached in each experiment, the volume of the water phase displaced in step 3 should equal the volume of oil that had been displaced in step 6 of the preceding flood.",Experiments
"coz solubility in the aqueous phase the correlation of the c02 solubility in prudhoe bay formation water (as a function of pressure, temperature, and its mole fraction in the gas phase) was furnished from laboratory experiments as follows: r=c02/ (temp i (20.595*press-124.572)+ 1.",Experiments
the secondary cwi (experiment 5) recovered 15.7% more oil than the plain wi (experiment 4) while 6.4% ooip incremental oil was produced from the tertiary cwi (experiment 6).,Experiments
multiple contact experiment.,Experiments
prudhoe siderite dissolution kinetics were developed by simulating a laboratory coreflood experiment using the dissolution rate constant as an adjustable parameter.,Experiments
"hence, by preserving the integrity of thematrix, more representative parameters can be provided forsubsequent numerical simulations.a laboratory evaluation regarding a potential application inhandil field mahakam delta, indonesia was carried out.main results i isothermal disk reactor experiments were performedon a large temperature range to assess the stoichiometry andthe kinetics of a representative two-step reaction model.",Experiments
the authors alsosincerely thank mr. c. aubert and mr. p. bette for theirparticipation to the realization of the laboratory experiments.references1.,Experiments
it is indicated by experiments that the gel breaking time of the fracturing fluids shortens with the increase of the concentration of the activator.,Experiments
2 the laboratory experiments in determining prudhoe rock ion exchange characteristics result in improved predictions of ion concentrations in produced water and explain the apparent disappearance of magnesium in the reservoir.,Experiments
", recovery of viscous oil under high pressure by co2 displacement a laboratory study, paper spe 17588, spe international meeting on petroleum engineering, tianjin, china, november 14 1988.",Experiments
"42, 48 through a series of multi-contact tests and micro-model experiments.",Experiments
" ii adiabatic disk reactor experiments showed the goodpotential in handil field for rapidly reaching hightemperature levels, once a minimum heat release has allowedan increase of the temperature up to 134 c.",Experiments
"the numerical experiments implemented are - case-1 let c-448d continues to produce, and two new water production wells are added.",Experiments
"in the experiment, data of 25 pressure difference, 37 water saturation, inlet pressure and volumes of produced water and oil were collected every 5 seconds.",Experiments
"a set of chemical species representing prudhoe bay rock fluid interactions was formulated, and then the equilibrium calculations based on this set of species were validated with aboratory autoc.lave batch experiments.",Experiments
then the laboratory strategyproposed for the evaluation of an air injection project isdescribed and the principle of the experiments is explained.,Experiments
"chemical concentration of asp agents used for experiment contained 0.15 wt 2600e polyacrylamide, 0.1 wt naoh, 0.35 wt heavy alkyl-benzene sulphonate surfactant.",Experiments
"therefore, a simplekinetic model was developed at the total s air injectionlaboratory9 to match the oxygen consumption and thecombustion gas production observed during the experiments,in order to predict the oxygen consumption by numericalsimulation at field-scale.",Experiments
"the batch experiments tested rock fluid interactions between prudhoe core material, sea water, produced water, and c02.",Experiments
"experiments and numerical simulation results of the three types of flow units in liaohe oil field of china are shown in figures 24 respectively, and figure 5 shows the results of tuha oil field of china.",Experiments
"in this way, gases which enter and leave thecore are at the core temperature, so that no heat losses by gasconvection occur and that effective adiabatic conditions of thedisk reactor are respected.this experiment consists of - tracking the heat provided by the oxidation reactions atlow temperature close to the reservoir temperature ,- following adiabatically the temperature increase due tothe heat release of the exothermic reactions, once a self-ignition of the oil has occurred.the objectives of this experiment are 1. to measure the heat release by the exothermic oxidationreactions, particularly at reservoir temperature where thepossibility of a self-ignition has to be estimated,2.",Experiments
figure 35 shows the grid used and the fluid distribution prior to the numerical experiments.,Experiments
"data base for chemical equilibrium calculations a set of chemical species representing prudhoe bay rock fluid interactions was formulated, and then the equilibrium calculations based on this set of species were validated with the laboratory autoclave batch experiments to ensure a proper representation.",Experiments
it is apparent that a complete study requires a large number of experiments.,Experiments
"for the heavy crude oil used in laboratory tests, the available data include its composition, density, and viscosity.",Experiments
contact number cw/live crude oil volume ratio (cm3/cm3) 1 1.0 2 1.0 3 1.0 4 1.0 5 2.0 6 2.0 7 2.0 8 2.0 9 2.0 10 2.0 11 2.0 12 2.0  a series of long coreflood experiments were designed and performed at pressure and temperature of 16.0 mpa and 80 .,Experiments
"there are two main experimental methods for studying the phase behavior of cw-oil system: one is swelling test based on fluid expansion and saturation pressure increase, the other is the multiple contact experiment that describes the dynamic contact of cw and crude oil.",Experiments
"in general the mercury injection experiment is either performed on the end trims of the plugs used in the water-oil experiments or, as in the case of this study, the mercury injection is performed on small samples drilled next to the scal plugs.",Experiments
"oil recovery 2.50 sm3 d m3........... hpv 4.9pore volume.............................. cc 401total oil recovery ..................................... hpv 57.6hydrocarbon pore volume ....... cc 304swi ........................................... 24.2pressure ................................ mpa 17.1temperature ............................ c 92table 3 isothermal flue gas sweeping experiment, main resultstable 2 core properties and initial experimental conditionsresidual hpv after fg sweeping ...... cc 128.74residual hpv after isothermal airflood ..... cc 124.3sorg...................................................... 32.1sorg .............................................................. 31.0sgi ...................................................... 43.7sgi ................................................................ 44.8swi ...................................................... 24.2swi ............................................................... 24.2air injection flux.................. sm3 day m2 12.5time of contact.................................... hr 25.4air injection flux.......................... sm3 m2.day 178.6oxygen consumption rate......... sm3 day 0.59x10-3air requirement sm3 of air m3 of reservoir rock 51.4normalized oxygen consumption rate................... sm3 day.m3 of reservoir rock 0.333fuel load......... kg of fuel m3 of reservoir rock 14.8normalized oxygen consumption rate....................... sm3 day.m3 of residual oil 4.58air to fuel ratio.............. sm3 of air kg of fuel 3.47oil production rateoxidation front temperature......................... c 271 vol of oil recovered vol of air injected 3.18 10-3oxidation front velocity............................. m h 0.126oxygen utilization at the combustion fronttable 4 isothermal airflood experiment........................................ of injected oxygen 81.5initial conditions main resultsapparent atomic hydrogen to carbon ratio.......1.35average b ratio...................................................0.065average co2 co co ratio.............................20.0average co2 co n2 ratio..........................0.153table 5 adiabatic airflood - initial conditions main results related to trial 3trial134zonenumber123456789101112thermocouplelocation m 0.0400.1410.2340.3390.4280.5390.6400.7360.8310.9321.0171.063maximumtemperature c 525220103471270292278189247269147table 6 adiabatic airflood maximum temperatures thermocouples locations",Experiments
"camilleri, d. micellar polymer flooding experiments and isons with an improved i-d simulator, ms thesis, u. of texas, austin may 1983 .",Experiments
such an application is made as described by smith and stiebers in reporting the determination of 50t with pulsed neutron logs in a field experiment.,Experiments
residual oil saturation sor is the final oil saturation achieved at the end of laboratory tests.,Experiments
2) the laboratory experiments in determining prudhoe rock ion exchange characteristics result in improved predictions of ion concentrations in produced water and explain the apparent disappearance of magnesium in the reservoir.,Experiments
"at soi' the estimated value for k,w of 0.1 percent indicates that the samples had been flooded to a residual water saturation sw,' further, the high values for k,o indicate that the samples retained water-wetness during the experiments, sloce our earlier work at this saturation showed that samples with high k,o values at so, are water-wet.",Experiments
the experiments were carried out in an air bath and a constant temperature of 30 c was maintained throughout the experiments by using an electric heater and a temperature controller.,Experiments
"chemical analysis of virgin and oxidized reservoir oils gas and liquid chromatography, sara analysis, elementaryanalysis chons, mass spectrometry analysis, infra-redspectrometry.all these laboratory experiments provide a comprehensivedata set necessary for further representative simulations with athermal reservoir model of the air injection process at fieldscale.",Experiments
the laboratory work confirms that magnesium and calcium were adsorbed onto the clays if the formation water was replaced with seawater.,Experiments
"the actual data of oil exploitation and core experiments show that there are three types of relation-ships, i.e.",Experiments
"the mainphysical parameters given by this experiment are 1. the oxygen uptake potential by the residual oil left afterthe flue gas sweeping, at reservoir temperature ,2. the characteristics of the oxidation process at reservoirtemperature.high temperature adiabatic airflood experiment.",Experiments
the pvt cell used for the experiment has been designed to perform at pressures up to 70 mpa and temperatures up to 150 .,Experiments
"during eor experiments, the laboratory should always be encouraged to:   actively look for and report any evidence of asphaltene deposition.",Experiments
"notes when solid recovery is available from wells, laboratory analysis is done to select best stimulation treatment recipe.",Experiments
"since iron is the dominant element in prudhoe siderite, the lution rates were developed by matching fe effluent concentrations of the coreflood experiment.",Experiments
"coz solubility in the aqueous phase the correlation of the c02 solubility in prudhoe bay formation water as a function of pressure, temperature, and its mole fraction in the gas phase was furnished from laboratory experiments as follows r c02 temp i 20.595 press-124.572 1.",Experiments
considerable laboratory work has been conducted during the intervening years8-12 but almost exclusively in short-core tests.,Experiments
"therefore, plain acid reactivity data properly generated with optimized rotating disc experiments can be useful for a broad range of acid systems.",Experiments
"indeed, the higher porosity levels obtained with crushedcore experiments result in larger quantities of oil being burnedper volume of reservoir rock.",Experiments
"furthermore, laboratory experiments attempting to divert acid from one reactive core to another have shown that the maximum flow contrast that can be diverted is about 10 to 20.",Experiments
"in an experimental study, seyyedi and sohrabi53 studied the influence of cw on spontaneous imbibition.",Experiments
spe 54377laboratory studies for light oil air injection projects potential application in handil field15figure 10 adiabatic disk reactor experiment run b analysis of produced gasesfigure 11 isothermal flue gas sweeping experiment oil recovery profilefigure 12 isothermal flue gas sweeping experiment gas analysis,Experiments
" v an adiabatic airflood experiment was carried out andshowed the feasibility of following under adiabatic conditions,the displacement of a high temperature oxidation front inconsolidated medium.",Experiments
"after technical screening criteria have been met, other items that will be taken into consideration are cost of the project, laboratory work, and a computer simulation to predict the amount of oil recovery.",Experiments
the whole process of experiment and data acquisition is automatically controlled by a computer.,Experiments
"the oilbeing in excess in the core during the experiment, thehypothesis 1 is generally well verified.",Experiments
"thisis one of the main objectives of the air injection experiments.spe 54377laboratory studies for light oil air injection projects potential application in handilfieldc dric clara, spe, marc durandeau, spe, g rard quenault, total exploration production,t yet-hang nguyen, centre national de la recherche scientifique",Experiments
results of this integrated analysis led to a comprehensive laboratory study to identify the appropriate gel formulation e.g.,Experiments
"based on the experimental results discussed in this paper, the following conclusions can be drawn: 1.",Experiments
the comparison between theoretical andmeasured heat rates proved that adiabatic conditions were wellrespected in the experiments as shown in figure 7.,Experiments
the authors also thank james r. chatham for conducting the ion exchange experiments and linda verkruyse for performing the clave ph measurements.,Experiments
this is consistent with laboratory ion exchange experiments and field data figure 19 .,Experiments
siderite dissolution kinetics were developed by a laboratory coreflood experiment using the dissolution rate constant as an adjustable parameter.,Experiments
a1 to 13 in appendix a shows the regressed experiments.,Experiments
"second, since the two measurements use different fluid systems, the contact angle (i.e., wettability) and its hysteresis may show different behaviours during the pc experiments which, if not taken into account properly, may also complicate the conversion from mercury injection to oil-brine pc measurements.",Experiments
north-south cross section oil gor gas injection bsw whfp 020004000600080001000012000jan-90jan-91jan-92jan-93jan-94jan-95jan-96jan-97jan-98jan-99jan-00jan-01jan-02jan-03jan-04qo (bopd)0102030405060708090100qgi (mmscfd)1st phasewi declinegas injection ratehigh gas export gas injection expected wi after water-flooded oil-rim  sorw ~ 25% sorw,Gas injection
"the conclusions are that some reservoirs have experienced apiston-like displacement, while one has been subject to gas-frontfingering, and one may not have received all the injected gas.the benefit of the oil drainage in the gas-invaded zone hasbeen more evident in the reservoirs, which have the deeper andwider gas-cap expansion.",Gas injection
"tom standing aspo usa newsletter, november 5, 2007 oil extraction by miscible gas injection goes beyond conventional pressure maintenance by injecting a gas with specific properties, at pressures sufficient to create a highly mobile gas oil fluid phase that swells and fills pore space in the reservoir rock.",Gas injection
"(prediction)optimized management-model initial prediction-model actual production 2.5 %5.1 %4.75 %gas cycling (%)01020304050607001234567year19-0n5 reservoirstarget (monitoring policy) 0200400600800100012001400160018002000nov-95apr-96sep-96feb-97jul-97dec-97may-98oct-98mar-99aug-99jan-00jun-00nov-00apr-01sep-01feb-02jul-02dec-02may-03oct-03monthsqo, bopd05101520253035qgi, mmscfdwi declineactualq-gireduced cycling actual wi decline gas injection no injection period",Gas injection
"as with many light reservoir oils in the middle east, asphaltene contents are not sufficient to explain the changes in the observed c+ properties during gas injection processes2.",Gas injection
"26 1 2006 6 he qiuxuan and wang zhiwei firesearch into gas injection development of low permeability oilfieldsfl petroleum geology and recovery efficiency, j 9 6 2002.",Gas injection
typical gas injection response can be seen in the fig.,Gas injection
" fiperformance evaluation of a mature miscible gas flood at prudhoe bayfl, spe 59326, 2000 spe doe improved oil recovery symposium, tulsa, oklahoma, 3-5 april 2000.",Gas injection
"figure 6 typical well response eor well  after the start of the gas injection, a rapid response in production behavior of the eor reservoirs has been observed and the rate of decline was significantly improved.",Gas injection
"as mentioned before, further enlargement of the lean gas injection project appears unattractive as the injection gas can also be exported.",Gas injection
"required reservoir permeability for chemical floods is higher than those required for the gas injection methods, but lower than reservoir permeability required for thermal methods.",Gas injection
"reservoir behaviorafter 3 years of gas injection, the gas cap has globally expandedbetween 35 and 75 m below the initial gas/oil contact (fig.",Gas injection
"in addition, second contact water displacement (scwd) will be introduced on the maturest lean gas injection reservoirs in order to maximize further the recovery on these reservoirs.",Gas injection
"this would require, however, - due to the slow drainage after the first gasbreakthrough at the producers - a very long gas injection period (fig.",Gas injection
"gunawan, s., caie, d., fihandil field: three years of lean gas injection into waterflooded reservoirsfl.",Gas injection
conclusions non miscible hydrocarbon gas injection is a valuable eor technique for a mature field such as handil whereas air injection and second contact water displacement are promising as an alternative or continuation.,Gas injection
high divalent ion concentrations in reservoir waters and extensive fracture networks appear to preclude use of chemical processes and gas injection techniques with the possible exception of miscible co2.,Gas injection
since 1999 the field has been developed under depletion drive with gas re-injection.,Gas injection
"in case of coning model with no gas injection, we demonstrated that as k decreases, coning starts developing both in oil and gas phase consistent with the analytic analyses.",Gas injection
"in the handil situation and for most of tertiary gas injection projects, the gas supply is inadequate to apply the gravity drainage at full field scale within reasonable time scale.",Gas injection
"after many reservoirs have been water-flooded, in order to recover the tertiary oil, eor lean gas injection project was started in november 1995 on five reservoirs.",Gas injection
"as the screening criteria table shows, chemical floods can be used for oils that are more viscous than oils recovered by gas injection methods.",Gas injection
panel iii shows the continuation of gas injection where gas in the matrix goes down to the water swept zone.,Gas injection
"j.moghadasi, j., kalantari-dahaghi, a.m., gholami v. and abdi r.: fiformation damage due to asphaltene precipitation resulting from co2 gas injection in iranian carbonate reservoirs,fl paper spe 99631-ms presented at the 2006 spe europec /eage annual conference and exhibition, 12-15 june, vienna, austria.",Gas injection
"of the 8 million barrels produced using enhanced recovery mechanisms up to 2002, 6 million was from phase 1 lean gas injection and 2 million from phase 2 lean gas injection.",Gas injection
their gorshave remained high throughout.several production strings have shown a marked gordecrease when the gas injection stopped for a long period.,Gas injection
this process is called double displacement process ddp or gravity assisted tertiary gas injection.,Gas injection
"saturations can be achieved even at low pressures.6there is alsoconsiderable field evidence to show that in regions containing gas,gravity drainage can be completed with residual-oil saturationstending to zero.7,8however, the process generally must be stoppedearlier to remain economical.the injection of lean hydrocarbon gas into a waterflooded,light-oil reservoir was then, and remains now, a new developmentprocess, which had never been tested in southeast asia.",Gas injection
second contact water displacement (scwd) is planned to be introduced on the maturest lean gas injection reservoirs.,Gas injection
"the main features of this plan are 1 stop injection of lean gas into the gas cap, 2 inject water into gascap to maintain pressure as well as prevent resaturation of the gascap with oil, because of the presence of a strong bottom aquifer, 3 develop pattern floods to maximize volumetric sweep, and 4 initiate a water-alternating-gas wag miscible flood to optimize ultimate recovery.",Gas injection
"the crestal injection of gas intends to sweep back the remaining mobile oil towards the producer wells (gasflooding) and secondly, re-mobilize part of the capillary trapped oil (at sorw).",Gas injection
tracer injection helped to trace the gas injection pattern and this information has been used to calibrate the reservoir model.,Gas injection
": fiexperimental and theoretical assessment of the asphaltene precipitation characteristics under a proposed miscible gas injection scheme,fl paper adspe-0923 presented at the 9th abu dhabi international petroleum exhibition and conference held in abu dhabi , uae, 15-18 october, 2000.",Gas injection
"eor optimization to further optimize the reservoir management of eor reservoirs and improve the understanding of the gas injection patterns, the intra reservoir connectivities and the sweep efficiency, an integrated study was launched in 2003 on one of the largest reservoirs under eor.",Gas injection
"in addition to the mechanisms listed above, vaporization due to lean gas injection is an important recovery mechanism.",Gas injection
"in this way, the entire pipestring can withstand the high pressure during fracturing operations and ensure the safety of fracturing operations while the strength of the pipestring can meet the requirements of nitrogen injection during the flowback process.",Gas injection
gas injection will at the same time continue to sweep and remobilize oil around the second production row.,Gas injection
to study the economic development manner such as igi (inert gas injection) and vapex (vapor-assisted petroleum extraction) for super-deep heavy oil reservoir.,Gas injection
the handil eor lean gas injection project was started in november 1995 on five reservoirs and following its positive result was extended with six reservoirs in 2000.,Gas injection
experience has shown that non miscible hydrocarbon gas injection is a valuable eor technique for a mature field such as handil.,Gas injection
"this hypotheticalperformance is referred to as the baseline, it has been the referenceto calculate the additional oil, or so-called eor oil, gained fromthe injection of the gas into reservoirs in tertiary conditions.",Gas injection
"iptc 11493 5 the gas injection started during august 1988, 2 months after initial production start up, into w-42, a single horizontal completion located in the main fault block.",Gas injection
"figure 7 incremental production by lean gas injection  the incremental oil, resulting from the injection of lean gas, was estimated to be 3.8 mmstb at the end of 2003 on a total production of 6.5 mmstb from these reservoirs.",Gas injection
"lee, s., moulds, t.p., narayanan, r., youngren, c.y., lin, c.y., and wang, y. fioptimizing miscible injectant mi composition for gas injection projectsfl, spe 71606, spe annual technical conference and exhibition, new orleans, louisiana, 30 september 3 october, 2001.",Gas injection
the study permitted to track the main effects of the gas injection and define reservoir management guidelines for the other lean gas injection reservoirs.,Gas injection
injection of a lean hydrocarbon gas into a light oil is essentiallyan immiscible displacement process.,Gas injection
despite irregular gas-injection periods (fig.,Gas injection
"10).during the periods of low injection, several good but high gorproducers were kept flowing to maintain the oil production, which110april 2001 spe reservoir evaluation & engineeringfig.6vertical cross section of the reservoirs under lean-gas injection.fig.7five reservoirsproduction performance under lean-gas injection.",Gas injection
the study confirmed the efficacy of the gas injection mechanism where very low residual oil saturation are found in the first row area which has been swept by the gas.,Gas injection
"the averagecycling of the injected gas has thus slightly exceeded 50%, whilethe recommended target had been set to 40% (fig.",Gas injection
"in addition,the periods of high-level injection, run deliberately to compensatefor the low gas-injection periods, have induced sharp increases ofgor on oil producers without much benefit on the oil rate.the sensitivity of the global performance to reservoir hetero-geneities and aquifer strength, and the necessity of maintaining thegas cycling below or close to the recommended level, have beenthe main difficulties encountered while trying to create a betterareal and vertical sweep efficiency.",Gas injection
mature field revitalizationjpt in november 1995 a lean gas injection project was initiated in five reservoirs.,Gas injection
a chemical tracer injection project was launched at the same time in order to track the gas injection patterns and the sandbody connectivity.,Gas injection
"the cumulative gas injection has reached 63 bcf, whilethe cumulative production of gas has been 34 bcf, yielding a netinjected volume of 29 bcf stored in the reservoirs.",Gas injection
"reservoir pressures have declined by another 300 psi since the startof the gas injection, mostly during the second year of injection.",Gas injection
close handil tertiary gas injection (prediction vs. actual)0.00%1.00%2.00%3.00%4.00%5.00%6.00%01/11/199531/10/199631/10/199731/10/199831/10/199930/10/200030/10/200130/10/2002dateadditional recoveryactualpredictionideal2 per.,Gas injection
spe 92858  3  figure 4 gravity drainage mechanism  gas injection started in 1995 via two gas injector wells on 5 large handil reservoirs with initial oil in place of 285 mmstb.,Gas injection
"reservoir under gas injection: cycling of injected gas, monthly and cumulative 0 0.2 0.4 0.6 0.8 1 1.2 1.4 1.6 1.8 9511 9512 9601 9602 9603 9604 9605 9606 9607 9608 9609 9610 9611 9612 9701 9702 9703 9704 9705 9706 9707 9708 9709 9710 9711 9712 9801 9802 9803 9804 9805 9806 9807 9808 9809 9810 9811 9812 date ratio (qgasproduced/qgas injected) monthly cycling cumulative cycling",Gas injection
in the handil eor optimization study the influence of the lean gas injection and scwd have been evaluated taking into account the limited availability of injection gas in order to determine the economic most attractive scenario.,Gas injection
"spe 57289, spe asia pacific improved oil recovery conference, kuala lumpur, october 1999 0200400600800100012001400160018002000nov-95apr-96sep-96feb-97jul-97dec-97may-98oct-98mar-99aug-99jan-00jun-00nov-00apr-01sep-01feb-02jul-02dec-02may-03oct-03monthsqo, bopd05101520253035qgi, mmscfdwi declineactualq-gireduced cycling actual wi decline gas injection no injection period gasinjector row 1 prod.",Gas injection
"spurred on by their early success with lean gas injection, total kicked off a bigger campaign of 'mature field revitalization' in 2003, including the following activities dynamic modeling and sweet spot mapping dynamic computer models combined with well logs and other static historical production data are used to identify the location of bypassed oil and smaller undrained areas of reservoir.",Gas injection
gas re-injection operations ceased in june 2001 and 3 existing gas injectors were converted to gas cap water injectors beginning in october 2001.,Gas injection
"enhanced oil tertiary recovery and optimization miscible gas injection described above , in this case using natural gas, is injected into the crest of the reservoir and attempts to sweep oil that has been bypassed toward the producing wells.",Gas injection
"today, more than 350 wells have been drilled in the field with an average spacing coming down to 300 m. however the decline seemed to be inevitable, therefore in november 2005, lean gas injection project in five reservoirs was started as first tertiary recovery project in handil field.",Gas injection
today a total number of 383 wells have been drilled in the field with an average well spacing coming down to 300 m.  the first tertiary recovery project was introduced in the handil field in november 1995 with the start of lean gas injection in 5 large handil reservoirs with recovery factors above 55%.,Gas injection
"today, more than 350 wells have been drilled in the field with an average spacing coming down to 300 m. however the decline seemed to be inevitable, therefore in november 2005, lean gas injection project in five reservoirs was started as first tertiary recovery project in handil field.",Gas injection
1 core 60.20 60.41 60.60 63.61 63.79 gas flood 1cycle alternating injection 2cycles alternating injection 3cycles alternating injection water flood no.2 core 62.44 62.44 90.89 91.67 94.44,Gas injection
"as a further extension of the gas injection project is economically unattractive, following the opportunities to currently export the gas, a pilot project, injecting air instead of gas, is on-going on one reservoir in the handil field in order to pursue the tertiary recovery on other parts of the field.",Gas injection
"gunawan, s., caie, d., fihandil field three years of lean gas injection into waterflooded reservoirsfl.",Gas injection
"as the energy of the reservoir gets low, gas injection is initiated.",Gas injection
gas-injection studiesextensive studies had been carried out as recently as the early1980s to evaluate enhanced oil recovery (eor) developments ofthe handil field.,Gas injection
"with 1.6 mmstb of additional oil pro-duced during the first 3 years, the gas-injection project has alreadyyielded some u.s. $24 million (assuming u.s. $15/bbl).",Gas injection
ewe also has gone through a complex fluid saturation history through gas cap gas injection that led to gas breakthrough in a number of down dip producers.,Gas injection
"as early as 1991, evaluations began on other depletion options while gas injection continued.",Gas injection
"as field scale application of the gas injection technique is not sustainable since the gas is exportable, two other techniques are currently being evaluated as an alternative.",Gas injection
"the very close monitoring of well and reservoir performance,the numerical simulation, and material-balance studies havehelped provide a better understanding of the mechanisms involvedand have led to a revised and more efficient policy to maximizeoil production.the experience gained and the analysis of this 3-year-oldproject gives us the confidence to pursue the extension of thelean-gas injection development to other handil field reservoirs.introductionhandil is a giant oil field located in the mahakam delta of theisland of borneo, indonesia (fig.",Gas injection
"2 iptc 11234 there are three general methods commonly used in applying eor techniques gas injection methods, chemical flooding methods, and thermal flooding methods.",Gas injection
"however, gas injection often appears to alter the nature of these asphaltenes and result in more severe precipitation.",Gas injection
the internal pressure resistance of the gas lift valve can be 100mpa and external pressure resistance can be 35mpa and nitrogen injection pressure can be 18mpa.,Gas injection
injected gas rate is plotted in yellow.,Gas injection
the most economically attractive option wasfound to be the reinjection of associated gas.,Gas injection
"the study permitted to track the main effects of the gas injection, to identify fibypassed oilfl areas and to define reservoir management guidelines for the other lean gas injection reservoirs.",Gas injection
the study confirmed the efficacy of the gas injection mechanism where very low residual oil saturation are found in the first row area which has been swept by the gas.,Gas injection
"16. fibig kuwait gas injection plant will boost oil recovery,fl oil and gas int.",Gas injection
gas injection continues in proportion to the total field production.,Gas injection
north-south cross section oil gor gas injection bsw whfp after water-flooded oil-rim  sorw ~ 25% sorw,Gas injection
"in early 2000, nitrogen injection was initiated and in early 2004, a peak production rate of 2.15 mm stb d was achieved with about 225 wells on operation.",Gas injection
today 25% of the production originates from reservoirs under tertiary gas injection.,Gas injection
the study permitted to track the main effects of the gas injection and define reservoir management guidelines for the other lean gas injection reservoirs.,Gas injection
a production improvement of 140% by lean gas injection has therefore been achieved corresponding to an incremental oil recovery of 2.3 %.,Gas injection
"the reservoir-fluid offtake would be equivalent to the reservoirgas-injection rate, to maintain the reservoir pressure and to dis-place the gas/liquid interface downwards.producers were to be shut in if their gas/oil ratio (gor)exceeded 2000 v/v, but they had no constraint on water cut.",Gas injection
4.the two-gas injection wells called for by the newdevelopment have been drilled at the crest of the reservoirs and com-pleted with two strings and three packers.,Gas injection
spe 54377laboratory studies for light oil air injection projects potential application in handil field11temperature rangeoxidation reactionscombustion reactionsruntmin c tmax c e1 kj mol correlationcoefficient 10-3 e2 kj mol correlationcoefficient 10-3 a15519067955103997b931737998486965c1722074.5196102998d921756098299946table 1 activation energies obtained by isothermal disk reactor experimentscore length............................... cm 111.3flue gas injection flux........................ sm3 day m2 12.5 2.50core average section.............. cm2 15.9oil recovery at fg breakthrough............... hpv 49.1average air permeability...... md 363oil recovery after 4.5 hpv 12.5 sm3 d m2 hpv 52.7average porosity...................... 22.7inc.,Gas injection
"after the implementation of nitrogen injection, peak production has reached to more than 2 million stb d in early 2000s.",Gas injection
north-south cross section oil gor gas injection bsw whfp after water-flooded oil-rim sorw 25 sorw,Gas injection
the compositional measurements clearly confirm that fiasphaltenefl precipitation occurs during gas injection and that the properties of the heavy end fraction are significantly reduced.,Gas injection
gas injection continues in proportion to the total field production.,Gas injection
"in addition, cased hole production logs and open hole logs from wells drilled after the start of gas re-injection provided information on the movement of gas in the reservoir.",Gas injection
typical gas injection response can be seen in the fig.,Gas injection
"however, some producers had to be shut in already because ofexcessive gor.after 21/2years of gas injection, most of the first-row producershad been shut in and the bulk of the production was ensured by thesecond row and some third-row wells.the wells shut in because their gors exceeded the limit andhad regularly been reopened, as dictated by the production philos-ophy.",Gas injection
it is anticipated that pilot projects will be initiated to assess the effectiveness of gas injection.,Gas injection
the paper concludes with recommendations for modifications to analytical programs for investigating gas injection processes which would lead to a better understanding of the fluid behaviour.,Gas injection
"3-5 the eor methods considered are gas injection, chemical flooding, and thermal recovery.",Gas injection
"figure 6 shows a typical gas injection response observed on one of the row 1 wells in which the oil production has stabilized, the bsw decreases and the gor and the whfp gradually increase.",Gas injection
on handil two techniques have been selected as an alternative or a continuation of tertiary gas injection: second contact water displacement (scwd) and air injection.,Gas injection
air injection in waterflooded light oil reservoirs as present in handil is basically a classical gas injection in which the same mechanisms are active as in the lean gas injection technique.,Gas injection
"therefore, the main challenge in the current gas-injection projecthas been to optimize the net gas injection to perform a piston-likedisplacement with gas fingering as limited as possible, the goal is toachieve a controlled expansion of the free-gas zone in the reservoirs,eventually down to the depth of the initial water/oil contact.adapting the monitoring policyin july 1998 revised monitoring guidelines were introduced,which aimed at stopping the series of high injection-rate levels(above recommended average rate) after low gas-injection periods.",Gas injection
"in addition to these, because nitrogen injection is an ongoing process, the double displacement mechanism is in place.",Gas injection
this acceleration is required to ensurethe necessary production potential because the injection of gas intothe oil reservoirs mobilizes 67 mmscf/d on average of the avail-able total capacity.,Gas injection
"the crestal injection of gas intends to sweep back the remaining mobile oil towards the producer wells gasflooding and secondly, re-mobilize part of the capillary trapped oil at sorw .",Gas injection
"therefore, whatever the oxidation zone lookslike, the air injection process in a light oil reservoir iscomparable to a classical gas injection with flue gas.",Gas injection
"part of the, through gas injection, remobilized oil would then be swept by water, instead of being produced by the slow gravity drainage process.",Gas injection
gas injection into the horizontal wells completed in the low kv kh intervals of upper zone 4 did not transmit pressure vertically.,Gas injection
