text,annotations
"treatment goal was to design and implement meor in an existing waterflood so that metabolic byproducts of the bacteria, produced in reservoir pores, would cause the release of previously immobile oil.",Waterflooding
"water injection volumes, oil and water production volumes, and hydrocarbondegrading bacteria hdb populations are presented before and after meor treatment.",Waterflooding
"waterflood, will soon cease to be economical without additional methods of recwery.",Waterflooding
mixed culture microbial enijanced waterflood 2 tertiary meor case study spe 24820 swept into production wells in the oivbrine emulsion.,Waterflooding
waterflooding commenced in 1961 and has continued virtually uninterrupted until the present.,Waterflooding
treatment procedure the most cost-effective and efficient method of introducing the meor bacteria to the reservoir was through the water injection system.,Waterflooding
waterflooding commenced in 1961 and continued virtually uninterrupted until june 1986.,Waterflooding
peak waterflood performance was achieved in 1963.,Waterflooding
water injection data was not available prior to november 1984.,Waterflooding
"however, due to the steady rate at which the oil production was declining, it is assumed that water injection was maintained at a consistent rate and pressure.",Waterflooding
oil production decreased dramatically because the water injection rate was reduced and several producing wells were temporarily abandoned.,Waterflooding
"under nod waterflood operating conditions, the field would have produced 35,107 barrels of oil during this 47 month period of time, however, the field only produced 28,330 barrels of oil.",Waterflooding
"in june 1990, normal water injection was resumed and temporarily abandoned producing wells were reinstated.",Waterflooding
mixed culture microbial enhanced waterflood 4 tertiary meor case study spe 24820 result of implementation of meor in october 1990.,Waterflooding
monthly oil production was lower in february 1992 and wch 1992 because the monthly water injection rate was again reduced.,Waterflooding
water injection rate was in- in april 1992 and oil production responded accordingly.,Waterflooding
a comparison can be made between historical waterflood pre-treatment decline january 1964 to june 1986 and post-treatment historical waterflood decline january 1964 to may 1992 .,Waterflooding
conclusions meor is an affordable technology which can be quickly and easily installed in existing waterfloods.,Waterflooding
the post-treatment waterflood historical annual rate of decline is 9.86 .,Waterflooding
"emerging trends for establishing an environment-friendly pwm position can comprise these declared policies move toward zero emission no discharge to surface or seas waste-to-value conversion incremental and progressive separation pro-activity to influence partners, regulators and environmental laws this paper covers the technical approaches for addressing production, separation, and disposal injection segments of water injection and reservoir waterflooding and the basis for selecting strategy components and pwm actions.",Waterflooding
"pwri for waterflooding or disposal is an important strategy for deriving value from waste, while preserving environmental integrity during e p operations.",Waterflooding
this paper assesses fracture propagation during seawater and produced water injection and its impact on injector performance.,Waterflooding
"several field cases, water injection design and analysis tools for quantifying the impact on flood and well performance are presented.",Waterflooding
a decision tree is shown in figure 1 to illustrate the issues that must be considered in laying out a strategy for produced water injection.,Waterflooding
"if the temperature of the injection water, as in the case of sea water injection, is lower than the formation temperature, a temperature gradient exists in the system.",Waterflooding
figure 10 shows that at a given injection rate lower pressures are required for sea water injection compared to produced water due to the cooling effect of sea water injection.,Waterflooding
figure 10-field data showing whp as a function of injection rate indicates lower pressure required for sea water injection compared to produced water.,Waterflooding
the test results indicate that the injection pressure required is lowest in the case of sea water injection and it progressively increases as the temperature of the injection water increases.,Waterflooding
in the case presented below sea water injection pressure is about 200 psi lower than the baseline pressure.,Waterflooding
figure 11-step rate test results indicate a lower injection pressure as a result of sea water injection with progressively increasing pressures with increasing water temperature.,Waterflooding
the analysis accounts for the thermal effect of cool water injection and which may result in contained fracture injection.,Waterflooding
"abou-sayed, a., zaki, k. and roehl, e. fiassessment of produced water injection performance during waterflooding of a north sea field using data mining techniquesfl paper spe 95328 presented at 2005 offshore europe held in aberdeen, scotland, 6-9 september 2005.",Waterflooding
" fia mechanistic model for fracture damage and fracture propagation during water injection,fl paper spe 94606 presented at the 2005 spe european formation damage conference, sheveningen, the netherlands, 25-27 may.",Waterflooding
" fioptimising water injection performance,fl paper spe 29774 presented at 1995 spe middle east oil show, bahrain, 11-14 march.",Waterflooding
to study the economic development manner such as igi (inert gas injection) and vapex (vapor-assisted petroleum extraction) for super-deep heavy oil reservoir.,Gas injection
the handil eor lean gas injection project was started in november 1995 on five reservoirs and following its positive result was extended with six reservoirs in 2000.,Gas injection
"the study permitted to track the main effects of the gas injection, to identify fibypassed oilfl areas and to define reservoir management guidelines for the other lean gas injection reservoirs.",Gas injection
"as field scale application of the gas injection technique is not sustainable since the gas is exportable, two other techniques are currently being evaluated as an alternative.",Gas injection
second contact water displacement (scwd) is planned to be introduced on the maturest lean gas injection reservoirs.,Gas injection
simulation studies forecast potential for this technique which also allows decreasing the volumes of injected gas.,Gas injection
today a total number of 383 wells have been drilled in the field with an average well spacing coming down to 300 m.  the first tertiary recovery project was introduced in the handil field in november 1995 with the start of lean gas injection in 5 large handil reservoirs with recovery factors above 55%.,Gas injection
today 25% of the production originates from reservoirs under tertiary gas injection.,Gas injection
"as a further extension of the gas injection project is economically unattractive, following the opportunities to currently export the gas, a pilot project, injecting air instead of gas, is on-going on one reservoir in the handil field in order to pursue the tertiary recovery on other parts of the field.",Gas injection
"in addition, second contact water displacement (scwd) will be introduced on the maturest lean gas injection reservoirs in order to maximize further the recovery on these reservoirs.",Gas injection
"the crestal injection of gas intends to sweep back the remaining mobile oil towards the producer wells (gasflooding) and secondly, re-mobilize part of the capillary trapped oil (at sorw).",Gas injection
"this would require, however, - due to the slow drainage after the first gasbreakthrough at the producers - a very long gas injection period (fig.",Gas injection
spe 92858  3  figure 4 gravity drainage mechanism  gas injection started in 1995 via two gas injector wells on 5 large handil reservoirs with initial oil in place of 285 mmstb.,Gas injection
"figure 6 shows a typical gas injection response observed on one of the row 1 wells in which the oil production has stabilized, the bsw decreases and the gor and the whfp gradually increase.",Gas injection
"figure 6 typical well response eor well  after the start of the gas injection, a rapid response in production behavior of the eor reservoirs has been observed and the rate of decline was significantly improved.",Gas injection
"figure 7 incremental production by lean gas injection  the incremental oil, resulting from the injection of lean gas, was estimated to be 3.8 mmstb at the end of 2003 on a total production of 6.5 mmstb from these reservoirs.",Gas injection
a production improvement of 140% by lean gas injection has therefore been achieved corresponding to an incremental oil recovery of 2.3 %.,Gas injection
"eor optimization to further optimize the reservoir management of eor reservoirs and improve the understanding of the gas injection patterns, the intra reservoir connectivities and the sweep efficiency, an integrated study was launched in 2003 on one of the largest reservoirs under eor.",Gas injection
a chemical tracer injection project was launched at the same time in order to track the gas injection patterns and the sandbody connectivity.,Gas injection
north-south cross section oil gor gas injection bsw whfp 020004000600080001000012000jan-90jan-91jan-92jan-93jan-94jan-95jan-96jan-97jan-98jan-99jan-00jan-01jan-02jan-03jan-04qo (bopd)0102030405060708090100qgi (mmscfd)1st phasewi declinegas injection ratehigh gas export gas injection expected wi after water-flooded oil-rim  sorw ~ 25% sorw,Gas injection
"figure 12 production increase after gascycling reduction  second contact water displacement as the migration due to gravity drainage is a very slow process, especially after production of the oilbank and gasbreakthrough at the producers, a second contact water displacement (scwd) can be introduced to shorten the operating time of the gas injection.",Gas injection
close handil tertiary gas injection (prediction vs. actual)0.00%1.00%2.00%3.00%4.00%5.00%6.00%01/11/199531/10/199631/10/199731/10/199831/10/199930/10/200030/10/200130/10/2002dateadditional recoveryactualpredictionideal2 per.,Gas injection
"(prediction)optimized management-model initial prediction-model actual production 2.5 %5.1 %4.75 %gas cycling (%)01020304050607001234567year19-0n5 reservoirstarget (monitoring policy) 0200400600800100012001400160018002000nov-95apr-96sep-96feb-97jul-97dec-97may-98oct-98mar-99aug-99jan-00jun-00nov-00apr-01sep-01feb-02jul-02dec-02may-03oct-03monthsqo, bopd05101520253035qgi, mmscfdwi declineactualq-gireduced cycling actual wi decline gas injection no injection period",Gas injection
"part of the, through gas injection, remobilized oil would then be swept by water, instead of being produced by the slow gravity drainage process.",Gas injection
in the handil eor optimization study the influence of the lean gas injection and scwd have been evaluated taking into account the limited availability of injection gas in order to determine the economic most attractive scenario.,Gas injection
"on the modeled large eor reservoir, it was concluded that the remaining mobile oil around the third row producers proved difficult to reach by gas injection, even with very large quantities of injection gas available.",Gas injection
gas injection will at the same time continue to sweep and remobilize oil around the second production row.,Gas injection
"after gasbreakthrough and high gors on most of the second row producers, gas injection will be stopped and the area will be exposed to scwd by the arrival of the down dip injection water.",Gas injection
"as mentioned before, further enlargement of the lean gas injection project appears unattractive as the injection gas can also be exported.",Gas injection
air injection in waterflooded light oil reservoirs as present in handil is basically a classical gas injection in which the same mechanisms are active as in the lean gas injection technique.,Gas injection
experience has shown that non miscible hydrocarbon gas injection is a valuable eor technique for a mature field such as handil.,Gas injection
"in the handil situation and for most of tertiary gas injection projects, the gas supply is inadequate to apply the gravity drainage at full field scale within reasonable time scale.",Gas injection
on handil two techniques have been selected as an alternative or a continuation of tertiary gas injection: second contact water displacement (scwd) and air injection.,Gas injection
conclusions non miscible hydrocarbon gas injection is a valuable eor technique for a mature field such as handil whereas air injection and second contact water displacement are promising as an alternative or continuation.,Gas injection
"gunawan, s., caie, d., fihandil field: three years of lean gas injection into waterflooded reservoirsfl.",Gas injection
the compositional measurements clearly confirm that fiasphaltenefl precipitation occurs during gas injection and that the properties of the heavy end fraction are significantly reduced.,Gas injection
the paper concludes with recommendations for modifications to analytical programs for investigating gas injection processes which would lead to a better understanding of the fluid behaviour.,Gas injection
various gas injection processes are now being considered.,Gas injection
"as with many light reservoir oils in the middle east, asphaltene contents are not sufficient to explain the changes in the observed c+ properties during gas injection processes2.",Gas injection
"however, gas injection often appears to alter the nature of these asphaltenes and result in more severe precipitation.",Gas injection
it is anticipated that pilot projects will be initiated to assess the effectiveness of gas injection.,Gas injection
": fiexperimental and theoretical assessment of the asphaltene precipitation characteristics under a proposed miscible gas injection scheme,fl paper adspe-0923 presented at the 9th abu dhabi international petroleum exhibition and conference held in abu dhabi , uae, 15-18 october, 2000.",Gas injection
"j.moghadasi, j., kalantari-dahaghi, a.m., gholami v. and abdi r.: fiformation damage due to asphaltene precipitation resulting from co2 gas injection in iranian carbonate reservoirs,fl paper spe 99631-ms presented at the 2006 spe europec /eage annual conference and exhibition, 12-15 june, vienna, austria.",Gas injection
injected gas rate is plotted in yellow.,Gas injection
"after many reservoirs have been water-flooded, in order to recover the tertiary oil, eor lean gas injection project was started in november 1995 on five reservoirs.",Gas injection
the study permitted to track the main effects of the gas injection and define reservoir management guidelines for the other lean gas injection reservoirs.,Gas injection
"today, more than 350 wells have been drilled in the field with an average spacing coming down to 300 m. however the decline seemed to be inevitable, therefore in november 2005, lean gas injection project in five reservoirs was started as first tertiary recovery project in handil field.",Gas injection
typical gas injection response can be seen in the fig.,Gas injection
the study confirmed the efficacy of the gas injection mechanism where very low residual oil saturation are found in the first row area which has been swept by the gas.,Gas injection
tracer injection helped to trace the gas injection pattern and this information has been used to calibrate the reservoir model.,Gas injection
north-south cross section oil gor gas injection bsw whfp after water-flooded oil-rim  sorw ~ 25% sorw,Gas injection
"to date, after 3 years of gas injection, the recovery factorfor these five reservoirs has increased by 1.2% of the oil initiallyin place, and the project is considered both a technical and aneconomic success.the predominant drive mechanism with lean-gas injection hasbeen confirmed by field data.",Gas injection
"the very close monitoring of well and reservoir performance,the numerical simulation, and material-balance studies havehelped provide a better understanding of the mechanisms involvedand have led to a revised and more efficient policy to maximizeoil production.the experience gained and the analysis of this 3-year-oldproject gives us the confidence to pursue the extension of thelean-gas injection development to other handil field reservoirs.introductionhandil is a giant oil field located in the mahakam delta of theisland of borneo, indonesia (fig.",Gas injection
gas-injection studiesextensive studies had been carried out as recently as the early1980s to evaluate enhanced oil recovery (eor) developments ofthe handil field.,Gas injection
the most economically attractive option wasfound to be the reinjection of associated gas.,Gas injection
injection of a lean hydrocarbon gas into a light oil is essentiallyan immiscible displacement process.,Gas injection
"saturations can be achieved even at low pressures.6there is alsoconsiderable field evidence to show that in regions containing gas,gravity drainage can be completed with residual-oil saturationstending to zero.7,8however, the process generally must be stoppedearlier to remain economical.the injection of lean hydrocarbon gas into a waterflooded,light-oil reservoir was then, and remains now, a new developmentprocess, which had never been tested in southeast asia.",Gas injection
4.the two-gas injection wells called for by the newdevelopment have been drilled at the crest of the reservoirs and com-pleted with two strings and three packers.,Gas injection
"this called for 21 immediate jobs of cementation/reperforation for the wells of the first row, with further jobs tocome later for the wells in the following rows.the gas injection taken from the fields gas export line is injectedat 180 bar at the wellheads by a 4.5 mwelectrical-driven com-pressor.",Gas injection
the gas injection was started in november 1995.,Gas injection
"this hypotheticalperformance is referred to as the baseline, it has been the referenceto calculate the additional oil, or so-called eor oil, gained fromthe injection of the gas into reservoirs in tertiary conditions.",Gas injection
hsa326 gi isopach  map with 5-m interval 0 0 0 10 10 5 5 5 15 0 10 0 0 0 0 initial owc initial goc gas zone eor  reservoir b status before gas-injection startup waterflooded zone fig.5isobath map of the reservoirs under lean-gas injection.,Gas injection
"the reservoir-fluid offtake would be equivalent to the reservoirgas-injection rate, to maintain the reservoir pressure and to dis-place the gas/liquid interface downwards.producers were to be shut in if their gas/oil ratio (gor)exceeded 2000 v/v, but they had no constraint on water cut.",Gas injection
"however, some producers had to be shut in already because ofexcessive gor.after 21/2years of gas injection, most of the first-row producershad been shut in and the bulk of the production was ensured by thesecond row and some third-row wells.the wells shut in because their gors exceeded the limit andhad regularly been reopened, as dictated by the production philos-ophy.",Gas injection
"8).at the end of the third year under gas injection,there were 10 wells that had clearly improved their performance insuch a way, the higher oil rate resulted from a decreased water cut.",Gas injection
despite irregular gas-injection periods (fig.,Gas injection
"the cumulative gas injection has reached 63 bcf, whilethe cumulative production of gas has been 34 bcf, yielding a netinjected volume of 29 bcf stored in the reservoirs.",Gas injection
"the averagecycling of the injected gas has thus slightly exceeded 50%, whilethe recommended target had been set to 40% (fig.",Gas injection
"10).during the periods of low injection, several good but high gorproducers were kept flowing to maintain the oil production, which110april 2001 spe reservoir evaluation & engineeringfig.6vertical cross section of the reservoirs under lean-gas injection.fig.7five reservoirsproduction performance under lean-gas injection.",Gas injection
"in addition,the periods of high-level injection, run deliberately to compensatefor the low gas-injection periods, have induced sharp increases ofgor on oil producers without much benefit on the oil rate.the sensitivity of the global performance to reservoir hetero-geneities and aquifer strength, and the necessity of maintaining thegas cycling below or close to the recommended level, have beenthe main difficulties encountered while trying to create a betterareal and vertical sweep efficiency.",Gas injection
"therefore, the main challenge in the current gas-injection projecthas been to optimize the net gas injection to perform a piston-likedisplacement with gas fingering as limited as possible, the goal is toachieve a controlled expansion of the free-gas zone in the reservoirs,eventually down to the depth of the initial water/oil contact.adapting the monitoring policyin july 1998 revised monitoring guidelines were introduced,which aimed at stopping the series of high injection-rate levels(above recommended average rate) after low gas-injection periods.",Gas injection
"the jobs for the second- and other-row wells will be carried out ona case-by-case basis, with a program limited to reperforations with-out any cementation.the new monitoring guidelines have been based on the conclu-sions from the very close well and reservoir monitoring carried outduring the first 21/2years, further supported by material-balanceapril 2001 spe reservoir evaluation & engineering111table 2selection of wells with clearly produced gravity-drained oilafter 3 years of crestal-gas injectionproduction test datawell no.",Gas injection
"reservoir behaviorafter 3 years of gas injection, the gas cap has globally expandedbetween 35 and 75 m below the initial gas/oil contact (fig.",Gas injection
their gorshave remained high throughout.several production strings have shown a marked gordecrease when the gas injection stopped for a long period.,Gas injection
"the conclusions are that some reservoirs have experienced apiston-like displacement, while one has been subject to gas-frontfingering, and one may not have received all the injected gas.the benefit of the oil drainage in the gas-invaded zone hasbeen more evident in the reservoirs, which have the deeper andwider gas-cap expansion.",Gas injection
"reservoir pressures have declined by another 300 psi since the startof the gas injection, mostly during the second year of injection.",Gas injection
"with 1.6 mmstb of additional oil pro-duced during the first 3 years, the gas-injection project has alreadyyielded some u.s. $24 million (assuming u.s. $15/bbl).",Gas injection
this acceleration is required to ensurethe necessary production potential because the injection of gas intothe oil reservoirs mobilizes 67 mmscf/d on average of the avail-able total capacity.,Gas injection
"reservoir under gas injection: cycling of injected gas, monthly and cumulative 0 0.2 0.4 0.6 0.8 1 1.2 1.4 1.6 1.8 9511 9512 9601 9602 9603 9604 9605 9606 9607 9608 9609 9610 9611 9612 9701 9702 9703 9704 9705 9706 9707 9708 9709 9710 9711 9712 9801 9802 9803 9804 9805 9806 9807 9808 9809 9810 9811 9812 date ratio (qgasproduced/qgas injected) monthly cycling cumulative cycling",Gas injection
"april 2001 spe reservoir evaluation & engineering113project extensionat the feasibility stage of the project, up to 30 reservoirs had beenidentified as possible candidates for the gas injection.",Gas injection
"2 iptc 11234 there are three general methods commonly used in applying eor techniques gas injection methods, chemical flooding methods, and thermal flooding methods.",Gas injection
"3-5 the eor methods considered are gas injection, chemical flooding, and thermal recovery.",Gas injection
"as the screening criteria table shows, chemical floods can be used for oils that are more viscous than oils recovered by gas injection methods.",Gas injection
"required reservoir permeability for chemical floods is higher than those required for the gas injection methods, but lower than reservoir permeability required for thermal methods.",Gas injection
"16. fibig kuwait gas injection plant will boost oil recovery,fl oil and gas int.",Gas injection
"gas injection c. miscible gas injection d. thermal flooding e. chemical flooding method a and b are secondary and c , d and e are tertiary.",Gas injection
"the main features of this plan are 1 stop injection of lean gas into the gas cap, 2 inject water into gascap to maintain pressure as well as prevent resaturation of the gascap with oil, because of the presence of a strong bottom aquifer, 3 develop pattern floods to maximize volumetric sweep, and 4 initiate a water-alternating-gas wag miscible flood to optimize ultimate recovery.",Gas injection
a summary of fluid flow processes including miscible gas injection presented in the appendix serves as a lead into the simulation analysis.,Gas injection
"in addition to the mechanisms listed above, vaporization due to lean gas injection is an important recovery mechanism.",Gas injection
"based on the modeling result and economic considerations, a development strategy for ewe was chosen that incorporated gas re-injection to fully replace voidage.",Gas injection
"iptc 11493 5 the gas injection started during august 1988, 2 months after initial production start up, into w-42, a single horizontal completion located in the main fault block.",Gas injection
to monitor the performance of the gas re-injection strategy comprehensive surveillance activities were undertaken to refine gas injection rate and distribution between the different injectors.,Gas injection
"in addition, cased hole production logs and open hole logs from wells drilled after the start of gas re-injection provided information on the movement of gas in the reservoir.",Gas injection
gas injection into the horizontal wells completed in the low kv kh intervals of upper zone 4 did not transmit pressure vertically.,Gas injection
"as early as 1991, evaluations began on other depletion options while gas injection continued.",Gas injection
gas re-injection operations ceased in june 2001 and 3 existing gas injectors were converted to gas cap water injectors beginning in october 2001.,Gas injection
ewe also has gone through a complex fluid saturation history through gas cap gas injection that led to gas breakthrough in a number of down dip producers.,Gas injection
" fiperformance evaluation of a mature miscible gas flood at prudhoe bayfl, spe 59326, 2000 spe doe improved oil recovery symposium, tulsa, oklahoma, 3-5 april 2000.",Gas injection
"lee, s., moulds, t.p., narayanan, r., youngren, c.y., lin, c.y., and wang, y. fioptimizing miscible injectant mi composition for gas injection projectsfl, spe 71606, spe annual technical conference and exhibition, new orleans, louisiana, 30 september 3 october, 2001.",Gas injection
since 1999 the field has been developed under depletion drive with gas re-injection.,Gas injection
mature field revitalizationjpt in november 1995 a lean gas injection project was initiated in five reservoirs.,Gas injection
"tom standing aspo usa newsletter, november 5, 2007 oil extraction by miscible gas injection goes beyond conventional pressure maintenance by injecting a gas with specific properties, at pressures sufficient to create a highly mobile gas oil fluid phase that swells and fills pore space in the reservoir rock.",Gas injection
"of the 8 million barrels produced using enhanced recovery mechanisms up to 2002, 6 million was from phase 1 lean gas injection and 2 million from phase 2 lean gas injection.",Gas injection
"spurred on by their early success with lean gas injection, total kicked off a bigger campaign of 'mature field revitalization' in 2003, including the following activities dynamic modeling and sweet spot mapping dynamic computer models combined with well logs and other static historical production data are used to identify the location of bypassed oil and smaller undrained areas of reservoir.",Gas injection
"enhanced oil tertiary recovery and optimization miscible gas injection described above , in this case using natural gas, is injected into the crest of the reservoir and attempts to sweep oil that has been bypassed toward the producing wells.",Gas injection
thermal methods in highly permeable reservoirs containing heavy viscous oil carbon dioxide or nitrogen or natural gas injection at miscible pressures in reservoirs with poor permeability the vast population of oil fields with light oil and good permeability generally have not responded to eor efforts because secondary recovery alone is already highly effective .,Gas injection
high divalent ion concentrations in reservoir waters and extensive fracture networks appear to preclude use of chemical processes and gas injection techniques with the possible exception of miscible co2.,Gas injection
the internal pressure resistance of the gas lift valve can be 100mpa and external pressure resistance can be 35mpa and nitrogen injection pressure can be 18mpa.,Gas injection
"in this way, the entire pipestring can withstand the high pressure during fracturing operations and ensure the safety of fracturing operations while the strength of the pipestring can meet the requirements of nitrogen injection during the flowback process.",Gas injection
major technical parameters of the integral fracturing-flowback pipestring internal pressure resistance mpa external pressure resistance mpa length mm o. d. mm nitrogen- injection pressure mpa nitrogen injection rate m3 h 100 35 2120 150115100 18 660 table2.,Gas injection
"therefore, whatever the oxidation zone lookslike, the air injection process in a light oil reservoir iscomparable to a classical gas injection with flue gas.",Gas injection
spe 54377laboratory studies for light oil air injection projects potential application in handil field11temperature rangeoxidation reactionscombustion reactionsruntmin c tmax c e1 kj mol correlationcoefficient 10-3 e2 kj mol correlationcoefficient 10-3 a15519067955103997b931737998486965c1722074.5196102998d921756098299946table 1 activation energies obtained by isothermal disk reactor experimentscore length............................... cm 111.3flue gas injection flux........................ sm3 day m2 12.5 2.50core average section.............. cm2 15.9oil recovery at fg breakthrough............... hpv 49.1average air permeability...... md 363oil recovery after 4.5 hpv 12.5 sm3 d m2 hpv 52.7average porosity...................... 22.7inc.,Gas injection
"26 1 2006 6 he qiuxuan and wang zhiwei firesearch into gas injection development of low permeability oilfieldsfl petroleum geology and recovery efficiency, j 9 6 2002.",Gas injection
1 core 60.20 60.41 60.60 63.61 63.79 gas flood 1cycle alternating injection 2cycles alternating injection 3cycles alternating injection water flood no.2 core 62.44 62.44 90.89 91.67 94.44,Gas injection
this process is called double displacement process ddp or gravity assisted tertiary gas injection.,Gas injection
"after many reservoirs have been water-flooded, in order to recover the tertiary oil, eor lean gas injection project was started in november 1995 on five reservoirs.",Gas injection
the study permitted to track the main effects of the gas injection and define reservoir management guidelines for the other lean gas injection reservoirs.,Gas injection
"today, more than 350 wells have been drilled in the field with an average spacing coming down to 300 m. however the decline seemed to be inevitable, therefore in november 2005, lean gas injection project in five reservoirs was started as first tertiary recovery project in handil field.",Gas injection
"the crestal injection of gas intends to sweep back the remaining mobile oil towards the producer wells gasflooding and secondly, re-mobilize part of the capillary trapped oil at sorw .",Gas injection
typical gas injection response can be seen in the fig.,Gas injection
the study confirmed the efficacy of the gas injection mechanism where very low residual oil saturation are found in the first row area which has been swept by the gas.,Gas injection
tracer injection helped to trace the gas injection pattern and this information has been used to calibrate the reservoir model.,Gas injection
north-south cross section oil gor gas injection bsw whfp after water-flooded oil-rim sorw 25 sorw,Gas injection
"gunawan, s., caie, d., fihandil field three years of lean gas injection into waterflooded reservoirsfl.",Gas injection
"spe 57289, spe asia pacific improved oil recovery conference, kuala lumpur, october 1999 0200400600800100012001400160018002000nov-95apr-96sep-96feb-97jul-97dec-97may-98oct-98mar-99aug-99jan-00jun-00nov-00apr-01sep-01feb-02jul-02dec-02may-03oct-03monthsqo, bopd05101520253035qgi, mmscfdwi declineactualq-gireduced cycling actual wi decline gas injection no injection period gasinjector row 1 prod.",Gas injection
"after the implementation of nitrogen injection, peak production has reached to more than 2 million stb d in early 2000s.",Gas injection
also included in these investigations is the double displacement process modeling ddp to identify the amount of oil recovery by the ongoing nitrogen injection using complex sectors that incorporate radial local grid refinements.,Gas injection
"in early 2000, nitrogen injection was initiated and in early 2004, a peak production rate of 2.15 mm stb d was achieved with about 225 wells on operation.",Gas injection
"in addition to these, because nitrogen injection is an ongoing process, the double displacement mechanism is in place.",Gas injection
"model-1 coning model no gas cap movement in order to assess and quantify the impact of viscous and gravity forces, first, no gas injection case is designed stationary gas cap.",Gas injection
"as the energy of the reservoir gets low, gas injection is initiated.",Gas injection
panel iii shows the continuation of gas injection where gas in the matrix goes down to the water swept zone.,Gas injection
gas injection continues in proportion to the total field production.,Gas injection
gas injection continues in proportion to the total field production.,Gas injection
gas injection continues in proportion to the total field production.,Gas injection
"in case of coning model with no gas injection, we demonstrated that as k decreases, coning starts developing both in oil and gas phase consistent with the analytic analyses.",Gas injection
"through laboratory flooding experiments, holm22 noted that higher oil recovery was obtained when the co2 slug was followed with carbonated water rather than plain water.",Experiments
26-36 sohrabi et al.28 investigated the performance and pore-scale mechanism of cwi as an enhanced oil recovery method through a series of high-pressure high-temperature visualization experiments.,Experiments
"42, 48 through a series of multi-contact tests and micro-model experiments.",Experiments
"in an experimental study, seyyedi and sohrabi53 studied the influence of cw on spontaneous imbibition.",Experiments
"however, the mutual interaction between cw and live crude oil, as well as coreflooding experiments with live crude oil sample under reservoir conditions have not been studied much in the literature, especially for tight oil reservoirs.",Experiments
this work is continuing to study the effect of cwi through multiple contact high-pressure high-temperature tests and coreflood experiments both in secondary and tertiary modes in tight oil reservoirs.,Experiments
8   component mol % co2 0.19 n2 2.04 c1 59.78 c2 17.63 c3 14.59 c4 4.60 c5 0.86 c6 0.31  the saturation pressure of the live crude oil is measured to be 10.50mpa through constant composition expansion experiment.,Experiments
the pvt cell used for the experiment has been designed to perform at pressures up to 70 mpa and temperatures up to 150 .,Experiments
the high-pressure pvt cell is equipped with a heating jacket that enables us to conduct our experiment at desired temperature (80 ) with accuracy of 0.1.,Experiments
the high-precision 100dx series teledyne isco pump was used to transfer cw or live crude oil at constant pressure during the experiment.,Experiments
"this setup differs from the use of pressurized liquid, which allows us to more accurately monitor pressure changes due to mass transfer during the experiment.",Experiments
a high-precision syringe dual-pump (teledyne isco pump 100dx) was used in all flooding experiments.,Experiments
schematic of the multiple contact experiment procedure.,Experiments
contact number cw/live crude oil volume ratio (cm3/cm3) 1 1.0 2 1.0 3 1.0 4 1.0 5 2.0 6 2.0 7 2.0 8 2.0 9 2.0 10 2.0 11 2.0 12 2.0  a series of long coreflood experiments were designed and performed at pressure and temperature of 16.0 mpa and 80 .,Experiments
"in our experiments, the cores were arranged using the harmonic mean method.",Experiments
"for each set of experiment, wi was first carried out and the cores were cleaned prior to the next test.",Experiments
the long core flooding experiments carried out in the study are listed in figure 4.,Experiments
list of long coreflood experiments 3.,Experiments
multiple contact experiment.,Experiments
"there are two main experimental methods for studying the phase behavior of cw-oil system: one is swelling test based on fluid expansion and saturation pressure increase, the other is the multiple contact experiment that describes the dynamic contact of cw and crude oil.",Experiments
the backward multi-contact test method was used in our experiments.,Experiments
coreflood experiments 3.2.1.,Experiments
experiment 2 was a secondary cwi performed in long core1.,Experiments
the secondary cwi (experiment 2) recovered 20.3% ooip more oil than the conventional wi (experiment 1) while 10.8%ooip incremental oil was produced from the tertiary cwi (experiment 3).,Experiments
another set of coreflood experiment was also conducted to investigate the performance of cw on even tighter coreslong core2.the experiments were conducted as the same process of long core1.,Experiments
experiment 5 was a secondary cwi performed in long core2.,Experiments
experiment 6 was performed to investigate tertiary cwi with long core2.,Experiments
the secondary cwi (experiment 5) recovered 15.7% more oil than the plain wi (experiment 4) while 6.4% ooip incremental oil was produced from the tertiary cwi (experiment 6).,Experiments
a third set of coreflood experiments were conducted with long core1 again.,Experiments
experiment 7 was a secondary cwi performed in long core1.,Experiments
experiment 8 was a tertiary cwi.,Experiments
the secondary cwi (experiment 7) recovered about 11.4% more oil than that of 1.2pv plain wi while 5.5% additional oil was produced from the tertiary cwi (experiment 8).,Experiments
  35 35  improving tight oil reservoir oil recovery both in secondary and tertiary modes were also investigated through coreflood experiments.,Experiments
"based on the experimental results discussed in this paper, the following conclusions can be drawn: 1.",Experiments
coreflood experiments with different permeabilities show that the ultimate oil recovery of secondary cwi is higher than that of tertiary cwi.,Experiments
"(37) kechut, n. i., jamiolahmady, m., sohrabi, m., numerical simulation of experimental carbonated water injection (cwi) for improved oil recovery and co2 storage.",Experiments
"however, the design of the centrifuge experiment and the interpretation of the data are not straightforward and numerical simulation of centrifuge experiments is generally required to derive capillary pressure data (maas and schulte 1997).",Experiments
experimental measurements have been performed on carbonate samples from a cretaceous heterogeneous middle east reservoir to cover the following aspects:  1.,Experiments
