text,annotations
"production performance under gas injectionduring the 5 months following the startup, oil production continuedto decline along its previous trend under water injection (fig.","Waterflooding, Gas injection"
experiment 1 was a conventional water flooding procedure performed in long core1.,"Waterflooding, Experiments"
4 required to achieve a desired 5 at with an enhanced waterflood.,Waterflooding
"in the isothermaldisk reactor experiments carried out for handil field, it wasnot envisaged to vary the oxygen partial pressure in the feedgas normal air 78 n2, 21 o2 was injected into the coreand all the experiments were performed at the same totalpressure field pressure .",Experiments
"saturation map after waterflooding and after 8 years of gas injection  one of the most interesting learning from the study is the optimum gas cycling rate, which is the ratio between the produced gas and the injected gas over the gas injection after gas injectiongravity drainage sorw   sorwg = 10  20 sorwproduction row 1 production row 2 production row 3 gas inj.","Waterflooding, Gas injection"
"total available torque of the rig package was limited to 35k ft-lbs, emphasizing the importance of accurate torque modeling to ensure reaching the target depth.",others
"as a multilayer field, the most continuous and reliable markers correspond generally to transgressive shales associated with lignite, organic shale or limestones.",others
"when compared to the performance in which kv/kh equals 0.1, for a system with",others
"in this way, the entire pipestring can withstand the high pressure during fracturing operations and ensure the safety of fracturing operations while the strength of the pipestring can meet the requirements of nitrogen injection during the flowback process.",Gas injection
numerical experiments the sector utilized in this study corresponds to zone defined by well c-448d.,Experiments
gas injection will at the same time continue to sweep and remobilize oil around the second production row.,Gas injection
figure 9 static allocations 1995 nwfb prudhoe bayfigure 10 shows streamlines over the same waterflood areaafter injection well re-drills and injection allocation usingfrontsim was implemented.,Waterflooding
"the results showed that the residual-oil saturation afterwaterflood, about 27% in the experiment, was decreased by gasdisplacement to values as low as 3% at the top of the core, thusconfirming the efficiency of gravity drainage.","Waterflooding, Experiments"
to study the economic development manner such as igi (inert gas injection) and vapex (vapor-assisted petroleum extraction) for super-deep heavy oil reservoir.,Gas injection
"since the plugs did not start from strongly water-wet conditions during primary drainage (see previous section), it raised a question concerning the effect of this ineffective cleaning on the imbibition pc curves.",others
this is consistent with laboratory ion exchange experiments and field data (figure 19).,Experiments
these should result in receding and advancing of the fronts within the more and the less permeable layers resulting in a better performance of a stratified reservoir with crossflow compared to those with no-crossflow.,others
"in addition to modifications of the wellbore trajectory, other options for drilling fluids and additives were examined in order to reduce torque and ensure objectives would be reached.",others
the centrifuge technique has also been used to measure the water-air pc curves on a set of samples.,others
"we use the equation of state (eos) from an in-house screening reservoir simulation done during the first planning stages of the co2-eor pilot in the tensleep (wadleigh, 2005).",CO2 injection
figure 15 shows the cumulative co2 injected with cw and cumulative co2 recovered every 1pv recorded during experiment 2 in long core1.,"CO2 injection, Experiments"
" waterflood management a case study of the northwest fault block area ofspe 63152prudhoe bay, alaska, using streamline simulation and traditional waterflood analysis5several iterations were made each day and a timely solutionreached.",Waterflooding
the authors also thank james r. chatham for conducting the ion exchange experiments and linda verkruyse for performing the autoclave ph measurements.,Experiments
the reaction rate can be obtained from modeling the laboratory coreflood experiments by using the rate constant as a matching parameter.,Experiments
the handil eor lean gas injection project was started in november 1995 on five reservoirs and following its positive result was extended with six reservoirs in 2000.,Gas injection
"de-fg19- 86bc14014 for u.s. department of energy five field experiments to demonstrate and test a procedure for microbial enhanced oil recovery, fossil energy may 1988 11-12.",Experiments
"in summary, simulation results showed that using the produced water the rock fluid interactions were in equilibrium, but siderite dissolution kinetics was in control with the seawater injection in the laboratory experiments.","Waterflooding, Experiments"
"our objective is to model the migration of the injected co2, as well as to obtain limits on the rates and volumes of co2 that can be injected, without compromising seal integrity.",CO2 injection
experience has shown that non miscible hydrocarbon gas injection is a valuable eor technique for a mature field such as handil.,Gas injection
"the batch experiments tested rock/ fluid interactions between prudhoe core material, sea water, produced water, and c02.",Experiments
figure 9 compares the new water-oil pc curve measured on one of the samples with the mercury injection data.,others
" ''theoretical correct analytical solution for calculating capillary pressure-saturation from centrifuge experiments, paper sented at the 1986 spwla annual logging symposium, june 9-13.",Experiments
the data show no difference between the two sets of imbibition pc curves (one following the ineffective cleaning method 1 and the other following the thorough cleaning procedure 2).,others
in the first injector trisodium phosphate diluted in fresh water was used while in the second injector sodium fluorescein diluted in fresh water was used.,others
"when studying mature fields, it is essential to understand reservoir behavior.",others
"it was also observed that in the runs where a pure co2 slug was injected into the model, the accumulative heavy oil production increased more quickly at the beginning of co2 injection in comparison with the runs where carbonated water was injected into the model.",CO2 injection
the laboratory work confirms that magnesium and calcium were adsorbed onto the clays if the formation water was replaced with seawater.,Experiments
"in general, a decrease in crossflow magnitude would result in worse vertical sweep efficiency.",others
8) magnesium (mg++): the simulation indicates that some magnesium ions are being adsorbed onto reservoir rock through ion exchange and this causes a decrease of the dissolved magnesium ion in the aqueous phase (figure 20).,others
"to test the behavior of the process at oil saturations applicable in the field, it is necessary to study the enhanced waterflood at initial oil saturations that would be found in an oil bank generated in some recovery process that leads to reconnection of trapped oil.",Waterflooding
the difference for an injector completion is that the well would not be produced prior to injection start-up.,others
"this hypotheticalperformance is referred to as the baseline, it has been the referenceto calculate the additional oil, or so-called eor oil, gained fromthe injection of the gas into reservoirs in tertiary conditions.",Gas injection
"8,9 gaucher and lindley10 presented a paper contained results from an experiment conducted on scaled reservoir models with a five-spot waterflood pattern.","Waterflooding, Experiments"
"iptc 11493 5 the gas injection started during august 1988, 2 months after initial production start up, into w-42, a single horizontal completion located in the main fault block.",Gas injection
"figure 7 incremental production by lean gas injection  the incremental oil, resulting from the injection of lean gas, was estimated to be 3.8 mmstb at the end of 2003 on a total production of 6.5 mmstb from these reservoirs.",Gas injection
"once trapping occurs in a normal waterflood, it has been estimated 3 that the oil is held by capillary forces of such a magnitude that interfacial tension reduction to values of the order of 10-3 to 10-4 dyne em is required to remove significant quantities of oil under the flow conditions obtainable in the reservoir.",Waterflooding
"in summary, simulation results showed that using the produced water the rock/ fluid interactions were in equilibrium, but siderite dissolution kinetics was in control with the seawater injection in the laboratory experiments.","Waterflooding, Experiments"
"the results of the bell creek project will provide insight regarding the impact of large-scale co2 injection on sink integrity, monitoring techniques, and regional applicability of implementing successful co2 storage projects within the context of eor.",CO2 injection
"lee, s., moulds, t.p., narayanan, r., youngren, c.y., lin, c.y., and wang, y. fioptimizing miscible injectant mi composition for gas injection projectsfl, spe 71606, spe annual technical conference and exhibition, new orleans, louisiana, 30 september 3 october, 2001.",Gas injection
"imbibition experiment starts at sw=swc, water saturation of the imbibition pc is then given as: (3)                           1wcdrawimbwsss  3.",Experiments
it is shown that a change of kv/kh from 0.1 to 0.001 has greater impact on the performance of a reservoir with increasing upward permeability trend.,others
the study permitted to track the main effects of the gas injection and define reservoir management guidelines for the other lean gas injection reservoirs.,Gas injection
injection of a lean hydrocarbon gas into a light oil is essentiallyan immiscible displacement process.,Gas injection
"these variables, as well as flow velocity, can influence the behavior of a waterflood by altering the tiveness of the capillary trapping forces at the flood front.",Waterflooding
despite irregular gas-injection periods (fig.,Gas injection
"10).during the periods of low injection, several good but high gorproducers were kept flowing to maintain the oil production, which110april 2001 spe reservoir evaluation & engineeringfig.6vertical cross section of the reservoirs under lean-gas injection.fig.7five reservoirsproduction performance under lean-gas injection.",Gas injection
"although unit voidage replacement is beingattempted, gas cap flux is coming into the waterflood andwater flux is exiting the area.",Waterflooding
the study confirmed the efficacy of the gas injection mechanism where very low residual oil saturation are found in the first row area which has been swept by the gas.,Gas injection
"the averagecycling of the injected gas has thus slightly exceeded 50%, whilethe recommended target had been set to 40% (fig.",Gas injection
the secondary cwi (experiment 7) recovered about 11.4% more oil than that of 1.2pv plain wi while 5.5% additional oil was produced from the tertiary cwi (experiment 8).,Experiments
"in our experiments, the cores were arranged using the harmonic mean method.",Experiments
the reaction rate can be obtained from modeling the laboratory coreflood experiments by using the rate constant as a matching parameter.,Experiments
"the second experiment was completely successfulin terms of heat detection, with a start-up of the adiabaticcontrol at t 134 c as it is shown in figure 8 , correspondingto a measured heat release of 0.015 c min.the temperature of 134 c, from which a significant heatrelease of 0.015 c min was observed, remains higher than thehandil reservoir temperature estimated at 92 c.",Experiments
"this setup differs from the use of pressurized liquid, which allows us to more accurately monitor pressure changes due to mass transfer during the experiment.",Experiments
these tests mustbe compared with similar experiments on other oils to assessthe possibility of a self-ignition at reservoir temperature.,Experiments
this work is continuing to study the effect of cwi through multiple contact high-pressure high-temperature tests and coreflood experiments both in secondary and tertiary modes in tight oil reservoirs.,Experiments
 other difficulties arise as the water approaches the outflow end of the sample during the waterflood.,Waterflooding
experimental results and discussion a lot of physical modeling experiments on enhanced oil recovery by asp flooding have been conducted in present research.,Experiments
this can be explained by the fact that more air isrequired in the crushed core experiments to burn the oil inplace.,Experiments
results and interpretations the following summarizes simulation predictions versus field observations: 1) 12-h: the reservoir acidity increases (or ph decreases) as reservoir fluids are displaced by seawater.,others
effective water injection into closed patterns is required to provide the reservoir energy and sweep necessary for the economic recovery of remaining mobile oil through infill the bridge operated mfqau is a direct south offset to the sirgo suc2u figure 5a .,Waterflooding
"considering complication by developed faults in changqing oilfield, co2 sequestration during co2-eor is strong recommended to meet environmental and economic benefits to prevent risk especially for reservoirs which are small in sequestration potential and far away from emission source.",CO2 injection
as discussed in the previous section some of the plugs were cleaned by method (1) and as a result the water-oil primary drainage pc curves were affected.,others
10 through 14 shows the effects of realization in which each figure represents different type of noise.,others
experimental measurements have been performed on carbonate samples from a cretaceous heterogeneous middle east reservoir to cover the following aspects:  1.,Experiments
"as a result at a higher co2 injection pressure, the accumulative heavy oil production in the injection of a pure co2 slug is higher than that in the other two injection schemes.",CO2 injection
" an experimental study of the in-situ gelation of chromium 3 polyacrylamide mer in porous media, spere nov. 1986 583, trans., aime, 282.",Experiments
"this stands in stark contrast to predictions from linear experiments that suggest no less than 1 pv will be required, and that most often multiple pvs may be required to reach a certain distance from the wellbore.",Experiments
i_1 open-hole section needed 784m of blank pipe and 320m of screens.,others
"we simulated this scenario as well as three alternative ones and compared these predictions with the simulated primary production in the field, without any co2 injection.",CO2 injection
"the main parameters measured during thisexperiment are 1. the air requirement in sm3 of air per m3 of reservoirrock quantity of air required to propagate the combustionfront over one volume unit of reservoir ,2. the fuel load in kg of fuel per m3 of reservoir rock quantity of oil which is burned during the combustion processper volume unit of reservoir ,3. the air to fuel ratio in sm3 of air per kg of fuel quantity of air required to burn the fuel load ,4. the axial or internal temperature profile along the core,5. the maximum temperature reached at the combustionfront ,6. the combustion front velocity ,7. the oxygen utilization at the combustion front in ofoxygen injected ,8. the oil recovery factor.chemical analysis of the produced oil are also carried outat different stages of the experiment to characterize theproduced oil composition and the oxidation process occurringat high temperature.",Experiments
"in addition,the periods of high-level injection, run deliberately to compensatefor the low gas-injection periods, have induced sharp increases ofgor on oil producers without much benefit on the oil rate.the sensitivity of the global performance to reservoir hetero-geneities and aquifer strength, and the necessity of maintaining thegas cycling below or close to the recommended level, have beenthe main difficulties encountered while trying to create a betterareal and vertical sweep efficiency.",Gas injection
figure 11 shows the imbibition pc after the cleaning methods (1) and (2).,others
"while not in the conventional displacement model of water injection, the current oil- production rates would be unattainable scheme.",Waterflooding
"co2 injection infill, no injection a new producer r1a was added to the same reservoir at a distance of 1 kilometre from well r1.",CO2 injection
mature field revitalizationjpt in november 1995 a lean gas injection project was initiated in five reservoirs.,Gas injection
"m. r. thiele, r. p. batycky, water injection optimization using a streamline-based workflow, proceedings of the spe annual technical conference and exhibition, 5-8 october 2003, denver, colorado, usa.",Waterflooding
"recently, considerable research effort has been carried out on co2 flooding page 2 of 44acs paragon plus environmentenergy & fuels123456789101112131415161718192021222324252627282930313233343536373839404142434445464748495051525354555657585960",CO2 injection
water injection did not begin until 1975 and the project is still an active waterflood.,Waterflooding
fig.10.,others
" integrated pvt and coreflooding studies of carbonated water injection in tight oil reservoirs: a case study jiandong zou*, xinwei liao*, zhiming chen, xiaoliang zhao, lingyu mu, hongyang chu, peng dong, cuo guan state key laboratory of petroleum resources and prospecting, china university of petroleum (beijing), beijing 102249, china abstract: carbonated water injection (cwi) is a modified co2 flooding technique for enhanced oil recovery, which takes both advantages of co2 flooding and water injection and has attracted much attention recently.","Waterflooding, CO2 injection"
"to do a systematic study, the statistical design of experiments is invoked to understand the sensitivity of various independent variables, such as the relative permeability, absolute permeability, mobility ratio, and vertical and horizontal permeability.",Experiments
oil production decreased dramatically because the water injection rate was reduced and several producing wells were temporarily abandoned.,Waterflooding
"if the c_4 interval showed virgin reservoir pressure, the well plan was to have enough kh in the younger unit to support the needed injectivity.",others
water injection data was not available prior to november 1984.,Waterflooding
for a significant reduction in 50t' the value of f must be about 100-fold greater than that obtained under highly favorable conditions in a normal waterflood.,Waterflooding
"in the first multi-target well, a completion trial has been tested.",others
the average orientation of the channels is n130e. the thickness corresponding to one deltaic cycle is of the order of about 30 to 50 meters.,others
the nitrogen and flue gas flooding has more advantages than co2 flood.,"CO2 injection, Gas injection"
"the use of crushedcores may, however, distort the results, since originalpermeability, porosity and porous network are dramaticallyaltered.these specific air injection experiments are completed by 1.",Experiments
"through laboratory flooding experiments, holm22 noted that higher oil recovery was obtained when the co2 slug was followed with carbonated water rather than plain water.",Experiments
a chemical tracer injection project was launched at the same time in order to track the gas injection patterns and the sandbody connectivity.,Gas injection
therefore the spread in the starting points (at zero pc) does not reflect a spread in connate water saturations.,others
laboratory experiments gasinjector row 1 prod.,Experiments
"4 spe 110882 proximity to producer drainage area excluded exclusion of flooded wells and drainage area proximity to fluid contact water , a cut-off at 10m above water contacts owc or wr is used to retain an area of interest which should not be subject to quick water flooding or coning this approach is conservative, the purpose is to avoid as much as possible any bad surprise during drilling production.",Waterflooding
therefore verification of the results is done by allowing the models to have certain layers in which the permeability values does not solely exhibit a decreasing upward or increasing upward trend.,others
"the no.2 core was tested with gas flooding, one cycle, two cycles and three cycles of alternating injection and water flooding.","Waterflooding, Gas injection"
the earliest spending tests were simple spending time experiments in open beakers.,Experiments
"research on surfactant selection of surfactant it was seen from experiments that the non-ionic surfactant flzb, whose main components is copolymer inlay sections of alkylolamide and polyoxyethylene polyoxypropyleneamide, has the best performance.",Experiments
"in this paper, an asp flooding experiment is taken as an example to study the fluid flow mechanism of asp flooding to enhance both displacing efficiency and sweeping efficiency through analyzing production performance, and the variation of pressure and saturation distribution.",Experiments
rapid arrival of tracer at very high concentration showed very strong hydrodynamic communication between the injector and the producer through an abnormally high conductive path (fracture).,others
"secondary carbon dioxide flooding injecting carbon dioxide from same well w1, at miscible conditions yielded double production rates than water and thus doubled the reserves to 3.7 mmstbo in next 24 years.",CO2 injection
a decision tree is shown in figure 1 to illustrate the issues that must be considered in laying out a strategy for produced water injection.,Waterflooding
"the material does not necessarily reflect any position of the offshore technology conference, its officers, or members.",others
"the opportunity to sidetrack out of the 9-5/8fl casing from an idle wellbore offered a chance for significant reduction in total well cost, but added significant design and operational challenges.",others
water injection rate was in- in april 1992 and oil production responded accordingly.,Waterflooding
"in general, co2 flooding can be classified as miscible or immiscible processes",CO2 injection
high remaining mobile oil saturation in a depleted waterflood is due to a lack of vertical and areal injection coverage.,Waterflooding
the laboratory work confirms that magnesium and calcium were adsorbed onto the clays if the formation water was replaced with seawater.,Experiments
"the cumulative gas injection has reached 63 bcf, whilethe cumulative production of gas has been 34 bcf, yielding a netinjected volume of 29 bcf stored in the reservoirs.",Gas injection
"experiments conducted on quarried limestone and dolomite during the 1970s gave our first estimates of the temperature dependence of the reactivity of hcl on carbonates.1,2 these experiments suggested that limestones had incredibly high reactivity with acid such that one could assume a mass transport limited process.",Experiments
"laboratory experiments during the 1980s, however, could not support that conclusion and eventually it became understood that even the reaction of hcl with limestones was a balanced process.",Experiments
"reservoir pressures have declined by another 300 psi since the startof the gas injection, mostly during the second year of injection.",Gas injection
"during the alternating injection, besides water flooding, nitrogen can be used in gas flooding to improve the displacement efficiency.","Waterflooding, Gas injection"
"clara, m. durandeau, g. quenault, t.-h. nguyenspe 54377figure 7 adiabatic disk reactor experiments run b measured heat rate vs theoretical heat ratefigure 8 adiabatic disk reactor experiments run b run phases and temperature profilefigure 9 adiabatic disk reactor experiments run b heat rate profile of handil oil",Experiments
a data-based technique has been used for current waterflood management.,Waterflooding
figure 10 shows that at a given injection rate lower pressures are required for sea water injection compared to produced water due to the cooling effect of sea water injection.,Waterflooding
"the residual oil saturation left by a waterflood of a water-wet rock is governed by the value of the dimensionless group, f vllw ao whllw 1l0 0.4, at the flood front.",Waterflooding
"the calcite problem was observed in the field during the early production stage at prudhoe, as also indicated by the simulation results in figure 1813,14.",others
"however, the mutual interaction between cw and live crude oil, as well as coreflooding experiments with live crude oil sample under reservoir conditions have not been studied much in the literature, especially for tight oil reservoirs.",Experiments
"the newsimulation entailed a revised geological description and a historymatching of more than 20 years of production under water injec-tion, which took into account the reservoir-fluid saturation status aslogged in the gas-injection wells at the end of the water-injectionperiod, and the history matching of one year under gas injection.","Waterflooding, Gas injection"
geological overview and study the handil field is located in the internal axis of the mahakam delta.,others
laboratory ion exchange experiments were carried out to determine the adsorption-desorption capacity with sadlerochit sediment.,Experiments
another significant observation for the enhanced waterfloods is that oil recovery is essentially complete at water through.,Waterflooding
the authors also thank james r. chatham for conducting the ion exchange experiments and linda verkruyse for performing the autoclave ph measurements.,Experiments
"the highest fe++ concentration in the effluent is about 60 ppm, and the highest fe++ concentration in the reservoir is about 200 ppm in low temperature areas around the injector.",others
close handil tertiary gas injection (prediction vs. actual)0.00%1.00%2.00%3.00%4.00%5.00%6.00%01/11/199531/10/199631/10/199731/10/199831/10/199930/10/200030/10/200130/10/2002dateadditional recoveryactualpredictionideal2 per.,Gas injection
"4 conclusions 1 under ideal conditions, the results of theoretical equations and numerical simulation researches on the relationship between resistivity and water saturation in the process of water displacing oil have similar curve trend to the results of core experiments.",Experiments
"in summary, simulation results show that using the produced water the rock fluid interactions were in equilibrium, but siderite dissolution occurred with seawater injection in the laboratory experiments.","Waterflooding, Experiments"
the reservoirs are sandstones which have been deposited in distributary channels or as mouth bars.,others
"spe 153912 7 references a. albertoni, l. w. lake, inferring interwell connectivity only from well-rate fluctuations in waterfloods, spej, volume 6, number 1, 2003.",Waterflooding
"data base for chemical equilibrium calculations a set of chemical species representing prudhoe bay rock/ fluid interactions was formulated, and then the equilibrium calculations based on this set of species were validated with the laboratory autoclave batch experiments to ensure a proper representation.",Experiments
"although some of the infill wells achieved economic recoveries without active water injection support, they are the tions.",Waterflooding
"the influence of fluid viscosity, interfacial tension, and flow velocity on residual oil saturation left by waterflood abstri ct a.abrams member spe-aime results of short-core flow tests are presented for six different sandstones and one limestone to show the influence of interfacial tension, fluid viscosity, and flow velocity on waterflood sor' to make certain that oil trapping occurred in the presence of the test flood water, the floods were initiated saturations at which the oil phase was continuous and in contact with the test flood water as the connate water.",Waterflooding
experiment 6 was performed to investigate tertiary cwi with long core2.,Experiments
the term redevelopment has been applied to the process of exploiting the potential of these depleted floods since both infill drilling and the reestablishment of scale water injection is involved.,Waterflooding
"050,000100,000150,000200,000250,000j-74j-75j-76j-77j-78j-79j-80j-81j-82j-83j-84j-85j-86j-87j-88j-89j-90j-91j-92j-93j-94j-95j-96j-97j-98j-99j-00j-01j-02j-03datewater injection rate (bwpd)figure 3 water injection history  eor by lean gas injection extensive studies were carried out to evaluate the possible applications of eor techniques1,2  in the handil field and re-injection of associated gas was found to be the economically most attractive option3.","Waterflooding, Gas injection"
"a range of fracture gradients and circulating rates were considered in the design models suggesting that the gravel pack would have to be pumped at a lower rate than usual, starting at about 5 bpm as opposed to the usual 7-8 bpm for css producers.",others
predictions of ph versus laboratory tests the model was validated with laboratory ph measurements evaluating whether sufficient species had been included into the model and the accuracy of the model's c02 bility correlation.,Experiments
"newly acquired data will be integrated into all facets of the project on an ongoing basis as they become available in order to better understand and evaluate oil recovery and co2 storage efficiencies, predict co2 movement with modeling and simulations, identify areas of subsurface risks and potential migration pathways, and develop an effective and economic mva plan for an integrated co2 eor and co2 storage project.",CO2 injection
spe 92858  3  figure 4 gravity drainage mechanism  gas injection started in 1995 via two gas injector wells on 5 large handil reservoirs with initial oil in place of 285 mmstb.,Gas injection
"if laboratory experiments are conducted at different temperatures, the activation energy and the frequency factor can be calculated directly.",Experiments
"c02 solubility in prudhoe bay formation water as a function of pressure, and coz mole fraction in the gas phase was denved from laboratory experiments r1 mcoz temp 20.595 press-124.572 1. 0.034 press 405.538 .",Experiments
"considering unique advantages of co2 solvent over water, including feasible injectivity and high displacing efficiency, co2 flooding in changqing oilfield is expected for extra oil production and sequestration as well.",CO2 injection
"reservoir under gas injection: cycling of injected gas, monthly and cumulative 0 0.2 0.4 0.6 0.8 1 1.2 1.4 1.6 1.8 9511 9512 9601 9602 9603 9604 9605 9606 9607 9608 9609 9610 9611 9612 9701 9702 9703 9704 9705 9706 9707 9708 9709 9710 9711 9712 9801 9802 9803 9804 9805 9806 9807 9808 9809 9810 9811 9812 date ratio (qgasproduced/qgas injected) monthly cycling cumulative cycling",Gas injection
"this confirms that proper design and interpretation of centrifuge experiment can capture the impact of dual porosity on capillary pressure curves, and equation (1) can be used to convert mercury injection pc to equivalent oil water pc in primary drainage.",Experiments
"since iron is the dominant element in prudhoe siderite, the dissolution rates were developed solely by matching fe++ effluent concentrations of the coreflood experiment.",Experiments
"on average, the downhole calculated ph's are about one ph unit below the surface measured ph's because c02 in the field samples was released by depressurization at the surface.",others
26-36 sohrabi et al.28 investigated the performance and pore-scale mechanism of cwi as an enhanced oil recovery method through a series of high-pressure high-temperature visualization experiments.,Experiments
"(38) dong, y., dindoruk, b., ishizawa, c., & lewis, e. j., an experimental investigation of carbonated water flooding.","Waterflooding, Experiments"
the plugs were alternately flooded with 100% chloroform at a back pressure of 5 bars.,others
in the handil eor optimization study the influence of the lean gas injection and scwd have been evaluated taking into account the limited availability of injection gas in order to determine the economic most attractive scenario.,Gas injection
the amount of co2 stored inside the simulation model for three different co2 injection schemes at a p 3450 and b p 6900 kpa.,CO2 injection
"spe 57289, spe asia pacific improved oil recovery conference, kuala lumpur, october 1999 0200400600800100012001400160018002000nov-95apr-96sep-96feb-97jul-97dec-97may-98oct-98mar-99aug-99jan-00jun-00nov-00apr-01sep-01feb-02jul-02dec-02may-03oct-03monthsqo, bopd05101520253035qgi, mmscfdwi declineactualq-gireduced cycling actual wi decline gas injection no injection period gasinjector row 1 prod.",Gas injection
"such floods were done from four to 12 times in sequence, volumetric measurements were used to determine 5 wt at the start of each test waterflood and sot at the end.",Waterflooding
"the apparatus for the coreflood experiments, shown in figure 1, was conducted with two cores in series.",Experiments
"abstract most oil reservoirs in the changqing oilfield area are low permeability and have entered middle development stages after several ten years of production, and they are suitable for applying co2 eor and carbon storage techniques.",CO2 injection
waterflooding commenced in 1961 and has continued virtually uninterrupted until the present.,Waterflooding
 society of petroleum engineers spe 24820 mixed culture microbial enhanced waterflood tertiary meor case study j.t.,Waterflooding
"spurred on by their early success with lean gas injection, total kicked off a bigger campaign of 'mature field revitalization' in 2003, including the following activities dynamic modeling and sweet spot mapping dynamic computer models combined with well logs and other static historical production data are used to identify the location of bypassed oil and smaller undrained areas of reservoir.",Gas injection
"by use of the properties obtained through history matching, a new gen-eralized model was built and different forecast scenarios were run to determine well spacing under both primary deple-tion and waterflood.",Waterflooding
in both instances the fluid loss valve was opened and immediate losses were observed at these points during i_1 completion.,others
gas re-injection operations ceased in june 2001 and 3 existing gas injectors were converted to gas cap water injectors beginning in october 2001.,Gas injection
"nevertheless, higher co2 injection pressure enhances the co2 swelling effect and thus increases the microscopic sweep efficiency.",CO2 injection
"oil and water are continuously weighted, and thegases o2, n2, co2, co, c1, c2, c3, ic4, nc4, ic5, nc5 areanalyzed on-line by chromatography.isothermal flue gas sweeping experiment.",Experiments
schematic of the multiple contact experiment procedure.,Experiments
introduction the field under discussion is located on the eastern flank of south oman salt basin (fig.1).,others
the procedure was repeated again with the next chloroform flood.,others
"enhanced oil tertiary recovery and optimization miscible gas injection described above , in this case using natural gas, is injected into the crest of the reservoir and attempts to sweep oil that has been bypassed toward the producing wells.",Gas injection
modified peng-robinson pr3 equation-of-state was fitted to the following lab conducted pvt experiments.,Experiments
6  iptc 11722 the same classification scheme as for the drainage pc curves.,others
"today, more than 350 wells have been drilled in the field with an average spacing coming down to 300 m. however the decline seemed to be inevitable, therefore in november 2005, lean gas injection project in five reservoirs was started as first tertiary recovery project in handil field.",Gas injection
"in order to simulate the initial waterflooding in the sand-pack coreflooding tests, water was injected at a rate of qw 0.133 cc min which corresponds to the injection velocity of vw 1 ft day and terminated after 24 h. in the simulation runs where a pure co2 slug was injected after the initial waterflooding, co2 flooding was commenced right after waterflooding at two different injection pressures of p 3600 and 6900 kpa.","Waterflooding, CO2 injection"
today a total number of 383 wells have been drilled in the field with an average well spacing coming down to 300 m.  the first tertiary recovery project was introduced in the handil field in november 1995 with the start of lean gas injection in 5 large handil reservoirs with recovery factors above 55%.,Gas injection
"after primary production, pressure was maintained by cold and hot water injection.",Waterflooding
"in this specific case, verification is performed on systems with vdp = 0.8.",others
laboratory experiments also show that magnesium cec increased by two-orders of magnitude by switching from the connate water to seawater.,Experiments
"the down-dip peripheralareas of the field, where no gas cap existed, are producedusing the waterflood and miscible gas injection process figure 2 .","Waterflooding, Gas injection"
"normally, there will be some layers that exhibit less fine or less coarse grain size contrary to their distribution, but still can be generally considered as to have a fining upward grain size sequence or coarsening upward grain size sequence.",others
"third, while the mercury-air experiment mimics strongly water-wet conditions, the water-oil experiment is affected by wettability in case the sample was not thoroughly cleaned, (omeara et al.",Experiments
7) calcium (ca++): figure 16 gives field measurements of ca ++ in effluent.,others
coreflood experiments with different permeabilities show that the ultimate oil recovery of secondary cwi is higher than that of tertiary cwi.,Experiments
the tracer breakthroughs also permit a refinement in the modelization of the displacement of the oilbank.,others
start-up considerations and operational issues   an adequate voidage replacement required a high and sustained injectivity for i_1.,others
the high-precision 100dx series teledyne isco pump was used to transfer cw or live crude oil at constant pressure during the experiment.,Experiments
"over the past six decades, co2 flooding as a tertiary recovery technique has been successfully applied to enhance the oil production after the secondary waterflooding7,8.","Waterflooding, CO2 injection"
there has been some hot water injection as well.,Waterflooding
"conclusions significant reductions in residual oil saturations after a waterflood can be achieveci through the use of enhanced flood water, that is, water containing chemicals that increase the water viscosity and decrease the water-oil interfacial tension under saturation conditions, so that the oil is in a continuous or connected state as the enhanced flood water displaces the oil from the rock.",Waterflooding
the bell creek integrated co2 eor and storage project provides a unique opportunity to develop a set of cost-effective monitoring techniques for large-scale 1 million tons a year storage of co2 in a mature oil field with eor.,CO2 injection
peak waterflood performance was achieved in 1963.,Waterflooding
" cmtc 151476 integrating co2 eor and co2 storage in the bell creek oil field charles d. gorecki, john a. hamling, ryan j. klapperich, edward n. steadman, john a. harju, energy environmental research center copyright 2012, carbon management technology conference this paper was prepared for presentation at the carbon management technology conference held in orlando, florida, usa, 7 9 february 2012.",CO2 injection
"today, more than 350 wells have been drilled in the field with an average spacing coming down to 300 m. however the decline seemed to be inevitable, therefore in november 2005, lean gas injection project in five reservoirs was started as first tertiary recovery project in handil field.",Gas injection
this is consistent with the final analysis of this project that attributes the observed oil rate response of the isc project mostly to water injection.,Waterflooding
"also the reservoir pressure was above bubble point, showing the feasibility for co2 injection.",CO2 injection
also the high-porosity and high-permeability conditions of the reservoir allow for high co2 injection rates and a rapid production response.,CO2 injection
"however, thislaboratory constraint does not mean that a self-ignition of theoxidation reactions is not expected in the handil field.further experiments with other oils will have to be performedand compared with these disk reactor experiments.once the oxidation reactions were adiabatically tracked,the handil reservoir oil showed a good reactivity with atemperature increase from t 134 c to t 400 c in 5 hours.the temperature limitation at 400 c is inherent to a lack offuel in the core.the heat rate profile, giving the exothermic characteristicsof handil oil, is shown in logarithmic scale in figure 9.",Experiments
water injection was stoppedand the gas injection started at an initial rate of 55 mmscf/d for thefive reservoirs (revised to 67 mmscf/d shortly after startup) as thebest balance between speedier recovery and gas-front stability.,"Waterflooding, Gas injection"
